year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2016-03-01,0.26,0.2,0.09,0.07,0.03,0.03,0.03,0.1,0.06,0.02,0.04,0.09,0.26,0.04,0.1,0.02,0.06,0.04,0.04,0.04,0.04,0.02,0.02,0.06,0.12,0.09,0.04,0.09,0.09,0.07,0.07,0.03,0.03,0.03,0.05,0,0,0.04,0.04,0.05,0.08,0.08,0.04,0.02,0.04,0.13,0.07,0.06,0.1,0.03,0.03,0.02,0.05,0.05,0.05,0,0,0,0.02,0,0,0,0.06,0.03,0.03,0.04,0.06,0.04,0.03,0.03,0.05,0.04,0,0.03,0.02,0.02,0.04,0.04,0.08,0.06,0.1,0.03,0.03,0.06,0.03,0.09,0.09,0.08,0.04,0.04,0.4,0.05,0.02,0.02
2016-04-01,0.34,0.29,0.1,0.07,0.07,0.04,0.03,0,0.05,0.07,0.17,0.03,0,0.11,0.04,0.04,0.04,0.03,0.06,0.05,0.14,0.03,0.1,0.09,0.13,0.11,0.11,0.09,0.09,0.04,0.03,0.04,0.07,0.04,0,0.02,0,0.03,0.03,0.02,0.03,0.03,0.02,0.07,0.05,0.07,0.03,0.07,0.03,0,0.07,0.05,0.08,0.08,0.07,0.1,0.08,0.09,0.21,0.02,0.18,0.15,0.05,0.07,0.19,0.04,0.04,0.05,0.09,0.09,0.06,0.07,0.07,0.08,0.17,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-01,0.33,0.33,0.14,0.09,0.09,0.04,0.02,0,0.03,0.02,0.03,0.03,0.05,0.06,0.07,0,0.04,0,0,0,0.02,0,0,0,0.09,0.09,0.09,0.1,0.07,0.08,0.05,0.03,0.06,0.1,0.04,0.05,0.05,0.02,0.02,0.04,0.07,0.06,0.06,0.06,0.1,0.03,0.03,0.07,0.17,0.05,0.07,0.06,0.05,0.04,0.14,0.08,0.1,0.09,0.06,0.09,0.08,0.02,0.05,0.08,0.09,0.09,0.07,0.09,0.06,0.06,0.1,0.21,0.14,0.06,0.12,0.09,0.04,0.03,0.06,0.06,0.13,0.12,0.05,0.09,0.08,0.14,0.06,0.08,0.11,0.09,0.63,0.11,0.03,0.03
2016-06-01,0.47,0.41,0.17,0.12,0.09,0.06,0.11,0.06,0.05,0.03,0.08,0.07,0.05,0,0.05,0.04,0.04,0.05,0.06,0.05,0,0.03,0.02,0.07,0.19,0.12,0.13,0.19,0.14,0.11,0.06,0.06,0.08,0.06,0.03,0.06,0.04,0.07,0,0.11,0.13,0.2,0.33,0.29,0.12,0.13,0.14,0.09,0.16,0.05,0.1,0.19,0.09,0.13,0.06,0.05,0.11,0.14,0.07,0.08,0.07,0.08,0.04,0.1,0.11,0.11,0.04,0.06,0.08,0.14,0.16,0.13,0.17,0.1,0.14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-01,0.79,0.86,0.31,0.25,0.13,0.15,0.12,0.1,0.09,0.1,0.16,0.17,0.09,0.03,0.07,0.08,0.11,0.04,0.04,0.1,0.11,0.06,0.12,0.15,0.07,0.08,0.1,0.08,0.08,0.08,0.02,0,0.05,0.04,0,0.02,0.03,0.09,0.03,0.12,0.18,0.23,0.21,0.23,0.16,0.03,0.11,0.1,0.13,0.02,0.05,0.08,0.04,0.06,0.06,0,0.06,0.03,0.04,0.02,0,0.04,0.09,0.07,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.07,0.12,0.02,0,0.03,0.06,0.07,0.03,0.05,0.04,0.07,0.08,0.04,0.24,0.12,0.11,0.08
2016-08-01,0.29,0.3,0.2,0.13,0.13,0.05,0.04,0.04,0.04,0.06,0.08,0.04,0.03,0,0.03,0,0,0.03,0,0.03,0,0,0,0.03,0.12,0.12,0.12,0.22,0.15,0.11,0.03,0,0.03,0.02,0.03,0.03,0,0,0,0.03,0.07,0.07,0.04,0.04,0.04,0.03,0.12,0.06,0.13,0.03,0.05,0.09,0.04,0.05,0.16,0.08,0.07,0.08,0.07,0.09,0.05,0,0.03,0.14,0.14,0.06,0.03,0.04,0.04,0.14,0.06,0.04,0.03,0.26,0.18,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,0.43,0.39,0.22,0.18,0.14,0.02,0.04,0,0.03,0.04,0.07,0.03,0,0,0.02,0,0,0.05,0.05,0.03,0.06,0.04,0,0,0.14,0.14,0.13,0.18,0.09,0.14,0.04,0.03,0.09,0.03,0.11,0.15,0.02,0,0,0.03,0.09,0.09,0.09,0.05,0.05,0.04,0,0.28,0.05,0.08,0.04,0.08,0.04,0.24,0.23,0.05,0.03,0.02,0.03,0.06,0.07,0,0.02,0.09,0.27,0.11,0.03,0.05,0.07,0.06,0.13,0.2,0.05,0.09,0.1,0.09,0.04,0.06,0.15,0,0.04,0.06,0.04,0.04,0.03,0.09,0.04,0.07,0.06,0.06,0.26,0.14,0.06,0.07
2016-10-01,0.47,0.38,0.2,0.13,0.15,0.02,0,0,0,0,0.04,0.06,0.07,0.04,0.03,0.03,0.04,0.03,0.03,0.06,0.02,0.04,0.06,0.03,0.13,0.06,0.06,0.07,0.07,0.04,0,0,0,0,0.02,0.02,0,0,0.02,0.03,0.03,0.04,0.06,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.04,0.02,0.04,0.03,0.02,0.04,0.1,0.12,0.05,0.04,0.02,0,0.02,0.06,0.04,0.05,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.04,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,0.37,0.36,0.14,0.08,0.08,0.02,0.02,0.03,0.03,0.05,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0,0,0,0,0.02,0,0.03,0.06,0.07,0.06,0.08,0.09,0.08,0,0.02,0.06,0.07,0.03,0.08,0.05,0,0,0.03,0.04,0.03,0.02,0.05,0,0.03,0.07,0.03,0,0.03,0.06,0.03,0.02,0.04,0.04,0.04,0,0.05,0.02,0.03,0.09,0.03,0.04,0.05,0.04,0.04,0.03,0.03,0.06,0.04,0.05,0.04,0.03,0.03,0.04,0.03,0.07,0.03,0.1,0,0,0.08,0.03,0.04,0.05,0.07,0.05,0.06,0.05,0.04,0.27,0.04,0.03,0.03
2016-12-01,0.29,0.27,0.18,0.07,0.05,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0.04,0.04,0.05,0.05,0.08,0.05,0.04,0,0,0,0,0,0,0,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.05,0.06,0.03,0.03,0.02,0.04,0.03,0.04,0.1,0.03,0.08,0,0.03,0.02,0.03,0,0.02,0.03,0.05,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,0.75,0.44,0.17,0.13,0.09,0.04,0.04,0.03,0.03,0.04,0.07,0.03,0,0,0,0.03,0,0.02,0.02,0,0,0.02,0,0.02,0.08,0.04,0.07,0.07,0.04,0.1,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0,0.02,0.04,0.05,0.04,0.04,0.02,0.03,0,0,0.03,0.04,0.03,0,0.02,0.03,0.05,0.23,0.07,0.14,0,0.09,0.05,0.13,0.04,0.04,0.03,0.04,0.04,0.06,0.04,0.04,0.05,0.06,0.03,0.05,0.05,0.17,0.04,0.05,0.04,0.06,0.04,0.02,0.03,0.04,0.02,0.07,0.03,0.07,0.04,0.04,0.25,0.05,0,0.02
2017-02-01,0.38,0.26,0.14,0.06,0.05,0.03,0.04,0.03,0.04,0.04,0.02,0.02,0.02,0.02,0.03,0.04,0,0.02,0,0.02,0.03,0.03,0.03,0.03,0.08,0.08,0.12,0.09,0.1,0.04,0.03,0.05,0.03,0.03,0.05,0.05,0.03,0.03,0.02,0.04,0.1,0.06,0.04,0.03,0.04,0.03,0.05,0.04,0.03,0.04,0.05,0.03,0.05,0.03,0.08,0.04,0.05,0.06,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-01,0.35,0.26,0.13,0.11,0.14,0.02,0,0,0.02,0.02,0.03,0.04,0,0,0.02,0,0.02,0,0,0,0,0,0,0.04,0.05,0.07,0.04,0.06,0.04,0.03,0,0,0,0.03,0,0,0.02,0,0,0,0.03,0.02,0.02,0,0,0,0.02,0,0.02,0.03,0.02,0.04,0.05,0.04,0.05,0.05,0,0.11,0.05,0.1,0,0,0.02,0.05,0.04,0.05,0.02,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.05,0.05,0.03,0.03,0.05,0.02,0,0.02,0.03,0.03,0,0.06,0.05,0.08,0.04,0.04,0.19,0.04,0.02,0.03
2017-04-01,0.26,0.24,0.05,0.04,0.05,0.03,0.03,0.04,0.08,0.06,0,0,0.04,0.03,0.04,0.06,0.04,0.06,0.04,0,0,0.02,0,0.03,0.05,0.12,0.1,0.06,0.1,0.19,0,0,0,0,0.02,0,0.03,0,0,0,0.03,0.02,0.07,0.06,0.07,0.03,0.05,0.04,0,0,0.03,0,0,0.02,0.03,0.13,0.06,0.12,0.03,0.12,0.06,0.03,0.07,0.06,0.02,0.04,0.05,0.03,0.05,0.04,0.07,0.07,0.03,0.03,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-01,0.41,0.28,0.11,0.07,0.05,0.07,0.07,0.06,0.03,0,0.03,0.04,0.03,0,0.08,0,0.09,0.04,0.03,0.02,0.03,0.03,0.12,0.03,0.14,0.08,0.09,0.09,0.09,0.04,0,0,0,0,0,0,0,0,0,0.02,0.03,0.02,0,0.04,0,0.02,0,0,0.05,0.02,0,0,0,0.03,0.05,0.07,0.04,0,0,0,0,0,0.06,0.04,0.03,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.15,0.05,0.05,0.08,0,0,0,0.03,0.02,0,0.05,0.04,0.07,0.05,0.04,0.6,0.09,0.02,0
2017-06-01,0.44,0.44,0.16,0.15,0.09,0.03,0.02,0,0.03,0.03,0.17,0,0,0,0.04,0,0,0.12,0,0,0,0.04,0.02,0,0.08,0.08,0.11,0.09,0.09,0.07,0,0.13,0.03,0.04,0.05,0.03,0.04,0.03,0.02,0,0.13,0.17,0.16,0.07,0.06,0,0,0.05,0.05,0.03,0,0.03,0.11,0.08,0.07,0.15,0.14,0.2,0.32,0.14,0.04,0.03,0.1,0.05,0.07,0.09,0,0.14,0.1,0.17,0.05,0.09,0.03,0.06,0.06,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-01,0.35,0.33,0.15,0.08,0.06,0.1,0.09,0.08,0,0.05,0.02,0,0.05,0.06,0.07,0.07,0,0.04,0.04,0.04,0,0,0.07,0.02,0.07,0.08,0.08,0.08,0.08,0.08,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0,0.03,0.25,0.02,0.04,0.04,0,0.03,0.15,0.19,0.17,0.02,0.04,0.18,0.3,0.22,0.26,0.04,0.04,0.02,0.07,0.03,0.03,0.07,0.07,0.09,0.06,0.07,0.08,0.03,0.08,0.05,0.06,0.07,0.08,0.04,0.05,0.08,0.1,0.07,0.2,0.13,0,0.02,0,0.03,0.03,0.03,0.06,0.12,0.07,0.03,0.08,0.82,0.06,0,0
2017-08-01,0.29,0.27,0.13,0.08,0.07,0.08,0.12,0.03,0.07,0.05,0.06,0.09,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.04,0.06,0.07,0.04,0,0.09,0.08,0.07,0.08,0.06,0.05,0.04,0.04,0.09,0.15,0.04,0.04,0.31,0.37,0.05,0.02,0.04,0.13,0.22,0.05,0.07,0.04,0.03,0.09,0.07,0.04,0.03,0.17,0.09,0.19,0.04,0.03,0.05,0.04,0.13,0.04,0.03,0.03,0.05,0.11,0.06,0.08,0.11,0.14,0.08,0.11,0.11,0.15,0.07,0.05,0.09,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-01,0.41,0.26,0.15,0.17,0.1,0.04,0.04,0.02,0.06,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.18,0.11,0.13,0.11,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0.08,0.05,0.05,0.14,0.14,0.03,0.03,0.06,0.12,0.03,0.05,0.09,0.1,0.06,0.1,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.09,0.07,0.06,0.79,0.28,0.06,0.05,0.06,0.13,0,0.11,0,0.04,0.02,0,0.12,0.06,0.09,0.06,0.07,0.21,0.05,0.05,0.05
2017-10-01,0.32,0.27,0.11,0.09,0.05,0.02,0.02,0.02,0.02,0.03,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0.03,0.04,0.04,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.04,0,0.02,0,0,0.02,0,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0,0,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.03,0.02,0.04,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-01,0.21,0.19,0.12,0.05,0.04,0.02,0.03,0,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0,0.02,0.02,0,0,0,0,0,0.02,0.04,0.04,0.05,0.04,0.05,0.03,0,0.02,0,0,0,0,0,0,0,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0,0.03,0.03,0.02,0.04,0.04,0,0,0.03,0,0.02,0,0,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.04,0.05,0.07,0,0.03,0.03,0.03,0,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0,0.09,0.05,0.07,0.07,0.05,0.18,0.06,0.03,0.03
2017-12-01,0.35,0.23,0.12,0.07,0.05,0.02,0.02,0.05,0.03,0.03,0,0.03,0.03,0,0.02,0,0.02,0,0.04,0.11,0,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0,0.02,0,0,0,0,0.04,0.02,0.02,0.02,0.05,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.04,0.02,0.02,0.02,0,0,0,0,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.1,0.03,0.04,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,0.28,0.18,0.08,0.05,0.04,0.03,0.02,0.02,0.03,0.03,0,0.02,0.02,0.02,0.02,0,0.02,0,0,0,0,0,0,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.02,0,0,0,0,0,0.02,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.14,0.04,0.02,0.06,0.04,0.06,0.05,0.04,0.66,0.04,0.02,0.03
2018-02-01,0.24,0.22,0.08,0.04,0.03,0,0,0,0,0.02,0,0.03,0.02,0,0.02,0.03,0.02,0.02,0,0.03,0.02,0,0,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0,0,0,0,0,0,0.02,0,0,0.03,0.03,0.03,0,0,0,0.03,0,0,0,0.02,0,0,0.03,0.02,0,0,0,0,0,0,0,0.02,0.04,0.03,0.03,0.02,0,0.03,0.03,0.03,0,0,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,0.24,0.18,0.1,0.1,0.08,0.03,0.04,0.02,0.03,0.03,0,0,0.02,0.02,0,0,0.02,0,0,0,0,0.02,0,0,0.04,0.04,0.03,0.04,0.03,0.03,0,0,0,0,0,0,0,0,0,0.03,0.02,0.02,0.03,0,0,0,0.02,0.02,0,0.03,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.04,0.06,0.03,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.04,0.02,0.03,0.04,0.04,0,0,0,0.02,0.03,0,0.07,0.05,0.07,0.04,0.04,0.99,0.04,0,0.02
2018-04-01,0.18,0.18,0.09,0.05,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.03,0.04,0.04,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.02,0.02,0.02,0,0,0.02,0,0.02,0.02,0,0,0,0.03,0.02,0.03,0.02,0.02,0.03,0,0,0.03,0.05,0.04,0.05,0.05,0.07,0.05,0.05,0.05,0.04,0.02,0.03,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,0.36,0.23,0.09,0.05,0.05,0.02,0,0,0.02,0.02,0.03,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0.02,0.02,0,0,0.02,0.03,0,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0,0.03,0.03,0.03,0,0.03,0.06,0,0,0,0,0.02,0,0.07,0.04,0.06,0.05,0.04,0.64,0.04,0,0
2018-06-01,0.26,0.2,0.1,0.08,0.05,0.03,0.02,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.04,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0.02,0.02,0,0.03,0.02,0,0.03,0.03,0.03,0.03,0,0,0.02,0.02,0.02,0.02,0,0,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0,0.02,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-01,0.34,0.36,0.16,0.07,0.05,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.03,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0.02,0.04,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.04,0,0,0,0,0,0.02,0.05,0.04,0.06,0.04,0.02,0.22,0.04,0.02,0.02
2018-08-01,0.33,0.31,0.14,0.09,0.05,0.03,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0,0,0.02,0.02,0,0,0.02,0.03,0.03,0.03,0,0,0.02,0,0,0,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-01,0.21,0.2,0.11,0.08,0.06,0.03,0.03,0.02,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0.05,0.05,0.04,0.08,0.06,0.04,0.02,0,0,0,0,0,0,0,0,0,0.04,0.04,0.03,0.03,0,0,0,0,0.02,0.04,0.03,0,0,0.03,0.05,0.02,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0,0,0.04,0,0,0,0.04,0.04,0.03,0.05,0.04,0.05,0.04,0.03,0.15,0.04,0.02,0.03
2018-10-01,0.23,0.24,0.12,0.09,0.06,0.03,0.02,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.06,0.03,0,0,0.03,0,0.02,0,0,0,0,0,0.03,0.03,0,0.02,0,0,0,0,0,0.05,0.03,0,0,0.04,0.04,0,0.02,0.02,0,0.02,0,0.03,0.02,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.05,0.03,0.05,0.04,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,0.2,0.19,0.1,0.07,0.04,0.03,0.03,0,0.03,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0,0,0,0.04,0,0,0,0,0,0.02,0.07,0.04,0.04,0.05,0.02,0.03,0.02,0.02,0.02,0,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.03,0,0,0,0,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0,0.03,0.03,0.02,0.04,0.04,0.03,0,0.02,0.03,0.04,0.05,0,0.1,0.05,0.08,0.05,0.04,0.17,0.05,0.02,0.02
2018-12-01,0.3,0.26,0.15,0.07,0.05,0.04,0.03,0.03,0,0.04,0,0,0.02,0,0,0,0,0,0.02,0.02,0.02,0,0.02,0,0.04,0.04,0.05,0.05,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.03,0.04,0.02,0,0,0,0.02,0.03,0,0,0,0.02,0.03,0.05,0.03,0.03,0.03,0.03,0.02,0,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-01,0.22,0.18,0.11,0.07,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0,0,0,0.02,0,0.02,0,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.02,0.07,0.05,0.06,0.05,0.04,0.04,0.04,0.03,0.03
2019-02-01,0.74,0.31,0.11,0.04,0.04,0.02,0.03,0.03,0.02,0.02,0,0.02,0,0.02,0.03,0.02,0,0.03,0.02,0.02,0.02,0.02,0,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0,0,0.02,0,0.02,0.04,0.02,0.04,0.05,0.03,0,0,0.05,0,0.03,0,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.06,0.03,0.03,0.05,0.04,0.05,0.05,0.03,0.03,0.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,0.22,0.15,0.08,0.04,0.03,0.04,0.02,0.03,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0,0,0.06,0,0,0.02,0,0,0,0,0,0.03,0.03,0.03,0.02,0.02,0,0,0,0.03,0,0.02,0,0,0.02,0.03,0,0,0,0,0,0,0,0,0.04,0.04,0.03,0,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0.02,0.03,0.03,0,0.05,0.05,0.08,0.06,0.04,0.08,0.04,0,0.02
2019-04-01,0.29,0.25,0.08,0.07,0.06,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.03,0,0.03,0.03,0.03,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.04,0.04,0.03,0.04,0,0,0,0.05,0.02,0,0.03,0.03,0.04,0.03,0.03,0,0.02,0,0,0,0,0.03,0.04,0.03,0.05,0.04,0.08,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-01,0.27,0.2,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0.02,0.03,0.03,0.02,0.02,0.02,0,0,0,0,0.02,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0,0.03,0.03,0.03,0.02,0.03,0.03,0,0,0,0,0,0.03,0.05,0.03,0.06,0.04,0.02,0.35,0.03,0.02,0.02
2019-06-01,0.31,0.27,0.09,0.06,0.05,0.04,0.03,0.03,0.04,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.05,0.05,0.06,0.03,0,0,0,0,0,0,0,0,0.03,0,0.04,0.04,0.03,0.04,0.04,0,0,0,0.03,0.05,0.02,0,0.03,0,0.03,0.02,0.02,0.02,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.06,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-01,0.28,0.09,0.22,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0,0.03,0.03,0.02,0.02,0.02,0.02,0,0,0.03,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0,0.05,0,0,0,0.02,0.04,0.04,0.06,0.03,0.06,0.05,0.05,0.06,0.04,0.04,0.02,0.03,0.04,0.04,0.03,0.05,0.04,0,0,0,0.02,0.03,0.02,0.06,0.04,0.05,0.05,0.04,0.18,0.04,0.04,0.04
