year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2009-06-01,0.65,0.56,0.2,0.11,0.1,0.02,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.04,0.04,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0.03,0,0.03,0.03,0.03,0.03,0.04,0.02,0,0.02,0,0.02,0,0.02,0,0.06,0,0.03,0.05,0.05,0.05,0.04,0.05,0,0.03,0.05,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-01,0.29,0.34,0.09,0.08,0.06,0.04,0.05,0.04,0.05,0.04,0.02,0.02,0,0,0,0.03,0.03,0,0.02,0,0,0,0,0.03,0.04,0.03,0.02,0.03,0.05,0.04,0,0,0.02,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0.03,0.02,0.03,0.03,0.03,0,0,0,0,0.02,0.05,0.03,0.02,0.05,0.05,0.05,0.05,0.05,0,0,0.02,0.02,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-01,0.32,0.37,0.17,0.14,0.1,0.04,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0.06,0.06,0.06,0.05,0.05,0,0,0,0,0,0,0,0,0,0.02,0.05,0.04,0.04,0.03,0.02,0.02,0,0,0.03,0,0,0.02,0.02,0.04,0.04,0.02,0.02,0,0,0.02,0,0,0.03,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.06,0.06,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-01,0.53,0.42,0.16,0.09,0.06,0.02,0,0,0,0,0.04,0,0.02,0,0,0,0,0.03,0,0.02,0.02,0,0.02,0.03,0.03,0.04,0.05,0.05,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.04,0.02,0,0,0.02,0.03,0.03,0.03,0,0,0.03,0.05,0,0,0,0,0,0,0,0.02,0.07,0.05,0.05,0.03,0.02,0.04,0.04,0.06,0.05,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-01,0.45,0.37,0.15,0.09,0.06,0,0,0,0.03,0.03,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.04,0.05,0.06,0.06,0.05,0.02,0,0.02,0.02,0,0,0,0,0,0,0.04,0.04,0.04,0.03,0.03,0,0,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.03,0,0,0,0,0,0,0.02,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.05,0.03,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-01,0.78,0.43,0.23,0.11,0.05,0.02,0,0,0.02,0.03,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0.04,0.03,0.05,0.04,0.03,0,0.03,0,0,0,0,0,0,0,0,0.04,0.04,0.03,0.03,0.02,0,0,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0,0.02,0,0,0,0,0,0.02,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0,0,0.03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,0.94,0.44,0.2,0.07,0.05,0.02,0.02,0,0.03,0.03,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0.04,0.03,0.05,0.03,0.03,0,0,0.02,0,0.02,0,0.02,0,0,0.02,0.05,0.03,0.03,0.03,0.02,0.02,0,0.03,0.02,0.03,0.03,0.03,0.02,0.04,0.05,0,0,0,0,0,0,0,0.03,0.05,0.05,0.05,0.03,0.04,0.05,0.05,0.07,0.08,0.03,0.05,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-01,0.5,0.37,0.19,0.08,0.06,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0,0,0.04,0.03,0,0,0,0,0.02,0.02,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0,0.03,0,0.03,0.03,0,0.02,0,0.03,0.04,0.04,0.04,0.02,0.04,0.03,0.04,0.05,0.02,0.06,0.05,0,0.02,0.03,0.03,0.02,0.04,0.02,0,0,0,0,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.03,0.05,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01,0.46,0.45,0.13,0.08,0.07,0,0,0,0.02,0.03,0.02,0,0,0.03,0,0.04,0,0.03,0.03,0,0.03,0.02,0.04,0,0.03,0.03,0.03,0.04,0.03,0.05,0.02,0,0,0.02,0.02,0.02,0.02,0,0,0,0.05,0.05,0.04,0.05,0.04,0,0,0.03,0.04,0.03,0.05,0.02,0.03,0.03,0.05,0.02,0.02,0,0.02,0,0,0.03,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.06,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01,0.42,0.38,0.07,0.06,0.05,0.03,0,0,0.03,0.02,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0.04,0.04,0.04,0.03,0.04,0,0.02,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0.03,0,0.03,0.05,0,0.02,0,0.03,0,0,0,0,0,0,0,0.03,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.04,0.04,0,0.02,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-01,0.51,0.22,0.12,0.08,0.07,0,0,0,0.02,0,0.03,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.04,0.05,0.05,0.06,0.04,0.03,0,0,0.02,0.02,0,0,0.02,0,0.02,0,0.03,0.03,0.02,0,0,0,0,0.02,0,0.02,0.03,0.02,0,0.04,0.04,0,0,0,0,0,0,0,0.04,0.05,0.04,0.05,0.03,0.03,0.05,0.05,0.05,0.04,0.03,0.03,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-01,0.33,0.17,0.07,0.05,0.05,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.02,0.06,0.04,0.03,0,0,0,0,0.03,0.03,0.03,0,0,0,0.03,0.03,0.02,0.02,0.02,0,0,0.02,0.02,0.02,0.04,0,0,0.02,0.03,0,0,0,0,0,0,0,0.03,0.03,0.02,0.06,0.04,0.05,0.05,0.07,0.04,0.03,0,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-01,0.41,0.29,0.1,0.07,0.07,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.04,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.03,0,0,0,0.03,0,0,0,0,0,0.04,0.02,0,0,0.02,0,0,0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.04,0.04,0.05,0.02,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01,0.22,0.23,0.09,0.09,0.06,0.04,0.03,0.02,0.04,0.03,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0.04,0.06,0.06,0.06,0.05,0,0,0,0,0.03,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.03,0,0.03,0,0,0.02,0.04,0.03,0.03,0.02,0,0.02,0.03,0.05,0.03,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-01,0.24,0.27,0.12,0.09,0.11,0.04,0.06,0.06,0.05,0.05,0.05,0.02,0.03,0,0.02,0.06,0.07,0.06,0.03,0.02,0.02,0.03,0.05,0.03,0.04,0,0.04,0.05,0.05,0.05,0,0.02,0,0.03,0,0,0.02,0,0,0,0.03,0,0,0,0,0,0.02,0,0.02,0.03,0,0.03,0.02,0.03,0.03,0.03,0.07,0.02,0.04,0.14,0.07,0.02,0.04,0.04,0.04,0.04,0.06,0.03,0.05,0.04,0.03,0,0.02,0.04,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,0.36,0.3,0.08,0.08,0.06,0.03,0.04,0,0.03,0.03,0.13,0,0,0,0,0,0,0.03,0.03,0.02,0,0.03,0.03,0.03,0.06,0.05,0.04,0.06,0.04,0.03,0.02,0.02,0,0.02,0,0.02,0.03,0.02,0,0,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.02,0.06,0.03,0.04,0.02,0.03,0.04,0.04,0.02,0.04,0.03,0,0.03,0,0,0.04,0.04,0.02,0.06,0.07,0.05,0.07,0.06,0.03,0.03,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-01,0.31,0.28,0.14,0.08,0.06,0.02,0.02,0,0.04,0.03,0.03,0,0,0,0,0.02,0,0.04,0,0,0,0,0.02,0,0.05,0.04,0.04,0.05,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.02,0,0,0,0.02,0.02,0,0.02,0,0,0.04,0.04,0.02,0.03,0.02,0.04,0.03,0,0.04,0.04,0.03,0.06,0.04,0.07,0.06,0.06,0.05,0.03,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-01,0.37,0.27,0.1,0.07,0.1,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0,0,0.03,0.03,0,0,0,0,0,0.03,0.05,0.04,0.04,0.05,0.05,0.04,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.04,0.04,0.04,0,0.02,0.03,0.02,0,0.03,0.04,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.06,0.04,0.02,0.04,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-01,0.42,0.34,0.12,0.1,0.08,0.03,0.02,0,0.02,0.02,0.02,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.02,0.04,0.04,0.04,0.06,0.04,0.02,0,0,0.02,0,0.02,0.02,0,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0,0,0.03,0.03,0.03,0.02,0,0,0.05,0.03,0,0.03,0,0,0,0,0.02,0.05,0.04,0.04,0,0.03,0.03,0.03,0.06,0.05,0.02,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,0.56,0.35,0.18,0.09,0.06,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0,0.02,0,0.02,0,0,0.02,0,0,0,0.02,0.04,0.03,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0,0.04,0.03,0.03,0,0.03,0,0.02,0.02,0.03,0.02,0.02,0,0.02,0,0.04,0,0,0,0,0.02,0,0.03,0.03,0.05,0.04,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,0.36,0.25,0.12,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0,0.02,0.03,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.04,0.04,0.03,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.03,0.04,0,0.03,0.02,0.03,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,0.34,0.27,0.13,0.06,0.05,0.02,0.02,0,0.03,0.03,0.03,0,0,0,0,0.03,0,0.03,0,0.02,0,0,0,0,0.04,0.04,0.05,0.05,0.04,0.03,0,0.02,0.02,0.04,0,0,0,0,0.03,0,0.05,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.04,0.05,0.06,0.05,0.06,0.03,0,0.02,0.03,0.02,0.05,0.04,0.04,0.06,0.04,0.05,0.05,0.05,0.06,0.05,0.03,0.03,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,0.33,0.29,0.13,0.06,0.05,0,0,0,0.03,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.02,0.03,0,0,0,0.02,0.03,0.02,0.03,0,0.02,0.03,0.04,0.03,0,0,0,0,0,0,0.03,0.04,0.03,0.05,0.03,0.04,0.05,0.05,0.06,0.07,0.03,0.05,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,0.43,0.41,0.12,0.07,0.05,0.05,0.04,0.03,0.04,0.04,0.02,0.03,0.03,0,0,0.02,0,0,0.02,0,0,0,0,0,0.06,0.06,0.05,0.06,0.06,0.05,0.03,0,0.04,0,0,0.02,0,0,0,0,0.05,0.05,0.03,0.03,0.03,0.02,0,0,0.04,0,0.02,0,0.02,0,0.05,0,0.03,0,0,0,0,0,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.03,0.03,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,0.37,0.29,0.1,0.07,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.08,0.08,0.08,0.07,0.02,0,0.04,0.02,0.03,0,0,0,0,0.02,0.05,0.04,0.02,0.03,0.04,0.03,0.04,0,0.03,0.06,0.02,0.02,0.05,0.04,0.05,0.07,0.03,0.04,0.05,0.04,0.04,0.08,0.04,0.04,0.03,0.04,0.08,0.05,0.05,0.05,0.06,0.04,0,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,0.39,0.32,0.1,0.08,0.07,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.06,0.09,0.06,0.08,0.03,0.02,0,0,0,0.02,0,0,0,0,0.06,0.05,0.03,0.02,0.07,0.03,0.06,0.03,0.08,0.03,0.03,0.03,0.05,0.04,0.07,0.03,0.04,0.03,0.03,0.03,0,0,0.05,0.05,0.05,0.05,0.08,0.03,0.03,0.05,0.06,0.05,0.05,0.06,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,0.33,0.25,0.12,0.08,0.07,0.03,0.05,0.07,0.08,0.04,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0.05,0.04,0.09,0.05,0.24,0.14,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.03,0.03,0.03,0,0.03,0.02,0.03,0.02,0,0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0,0,0.04,0.03,0.04,0.05,0.03,0.05,0.05,0.06,0.04,0.02,0.06,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-09-01,0.37,0.29,0.11,0.08,0.06,0.03,0.02,0,0.05,0.04,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.04,0.04,0.03,0.03,0,0,0,0,0,0.02,0,0,0,0,0.05,0.04,0.03,0,0,0,0,0,0,0,0,0,0.02,0.05,0.05,0.03,0.04,0.02,0.03,0.02,0.02,0,0.04,0.07,0.06,0.06,0.04,0.05,0.06,0.05,0.07,0.04,0.03,0.05,0.05,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-01,0.38,0.32,0.18,0.09,0.08,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0.04,0.04,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.02,0.02,0,0.03,0.03,0.03,0.02,0,0.03,0.04,0.03,0.05,0.04,0.03,0,0.03,0.02,0.03,0,0,0,0.04,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-11-01,0.34,0.29,0.16,0.09,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0,0,0.02,0,0,0,0,0,0,0.02,0.04,0.05,0.05,0.06,0.06,0.04,0,0,0,0,0,0,0,0,0,NA,0.04,0.05,0.04,0.03,0,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.04,0.03,0.02,0,0.02,0,0,0,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.06,0.07,0.04,0.05,0.04,0.07,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-01,0.31,0.14,0.09,0.06,0.04,0.04,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0,0.02,0.02,0.03,0,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0,0,0,0,0.02,0.04,0.05,0.06,0.05,0.04,0.04,0.06,0.05,0.07,0.05,0.04,0.05,0.05,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-01,0.46,0.3,0.16,0.08,0.05,0.04,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.05,0,0.02,0,0,0,0,0,0.04,0.05,0.05,0.07,0.06,0.06,0.09,0.08,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.09,0.05,0.09,0.06,0.05,0.59,0.06,0.03,0.04
2012-02-01,0.29,0.25,0.11,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0,0,0,0,0.04,0.05,0.05,0.05,0.05,0.03,0.03,0.02,0.03,0,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.05,0,0,0,0.02,0,0,0,0.04,0.05,0.05,0.06,0.08,0.05,0.07,0.08,0.06,0.05,0.04,0.04,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-01,0.33,0.18,0.09,0.07,0.06,0.04,0.04,0.03,0.04,0.04,0.05,0.03,0.02,0.02,0.02,0.04,0,0.03,0.04,0.03,0.03,0.02,0.02,0,0.05,0.05,0.05,0.06,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0,0,0.05,0.05,0.03,0.03,0.03,0,0,0,0.03,0.02,0.02,0,0.02,0.02,0.05,0,0.04,0.02,0.02,0,0.02,0,0.04,0.06,0.06,0.06,0.04,0.05,0.06,0.08,0.06,0.05,0.05,0.06,0.09,0.05,0.04,0.05,0.04,0.03,0.03,0.05,0.04,0.04,0.02,0.07,0.06,0.08,0.06,0.06,0.61,0.06,0.05,0.04
2012-04-01,0.27,0.21,0.11,0.07,0.06,0.04,0.03,0.03,0.03,0.04,0.03,0,0,0,0,0.02,0,0.03,0.02,0,0,0,0,0,0.05,0.06,0.07,0.07,0.04,0.04,0,0,0,0,0,0,0,0,0,0.02,0.05,0.06,0.03,0.03,0,0.02,0,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.04,0,0,0,0,0.02,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-01,0.3,0.26,0.09,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.04,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.02,0,0,0.03,0.02,0.03,0.05,0.03,0.04,0.04,0.03,0.26,0.04,0.02,0.03
2012-06-01,0.23,0.17,0.08,0.06,0.06,0.02,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.04,0.03,0,0.02,0.02,0.02,0,0,0.03,0,0,0.02,0.03,0.02,0,0,0,0.02,0.03,0.02,0,0.03,0.05,0.02,0.03,0.03,0.03,0.04,0.02,0,0.02,0,0,0,0.02,0.04,0.03,0.04,0.03,0.03,0.04,0.06,0.05,0.04,0,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-01,0.62,0.52,0.32,0.1,0.06,0.05,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.05,0.03,0.03,0.03,0.02,0.03,0.02,0,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.02,0.04,0,0.03,0.03,0.03,0.02,0.05,0.04,0.05,0.04,0.06,0.22,0.06,0.03,0.04
2012-08-01,0.25,0.22,0.08,0.07,0.22,0.03,0,0,0.04,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.04,0.04,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.02,0.04,0,0.03,0.03,0.02,0.02,0.03,0.02,0,0.02,0,0,0,0,0,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.04,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-01,0.27,0.25,0.12,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.02,0,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.07,0.04,0.04,0.02,0.02,0,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0,0,0,0,0,0.02,0.02,0,0.03,0.03,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.04,0.05,0.06,0.06,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.07,0.06,0.09,0.07,0.06,0.32,0.05,0.03,0.05
2012-10-01,0.36,0.29,0.14,0.06,0.06,0.03,0.02,0.02,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.05,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.05,0.04,0.05,0.05,0.06,0.07,0.04,0.03,0.04,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-01,0.35,0.32,0.09,0.08,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.06,0.07,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.03,0.05,0.08,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.04,0.04,0.07,0.02,0.02,0.04,0.04,0.05,0.03,0.09,0.07,0.1,0.07,0.06,0.71,0.05,0.03,0.03
